Asset_Code,Descr,LocDesc,FeatureCode,Condition,Inspected,Status,Quantity,Age,Material,Other,Comments,Area,Department,Division,PersResp,Install yr,Useful Life,Estimated RUL,RplmtCst,ConditionBasis,ResidValue,DispDate,Risk,CnsqOfFail,DatLastAss,FollowUp,EditTag,Record Drawing,Replacement Year,CostLookup,Replace1,Replace2, Replace3, Replace4,Cost Factor,Unit Cost,Edit Tag
LO-TRN-SWT-RRTR-00002,Trail,,RRTR,4.0,,active,92.0,2020.0,,,,,,,,0.0,20.0,7.0,14260.0,Detailed,,,,,,,,,,RRTR,2027.0,2047.0,2067.0,2087.0,,155.0,Original
LO-TRN-SWT-RRSW-C-00001,Sidewalk - Concrete,,RRSW-C,4.0,,active,79.0,2020.0,,,,,,,,0.0,60.0,20.0,18367.5,Detailed,,,,,,,,,,RRSW-C,2040.0,2100.0,2160.0,2220.0,,232.5,Original
LO-TRN-SWT-RRSW-C-00002,Sidewalk - Concrete,,RRSW-C,4.0,,active,13.0,2020.0,,,,,,,,0.0,60.0,20.0,3022.5,Detailed,,,,,,,,,,RRSW-C,2040.0,2100.0,2160.0,2220.0,,232.5,Original
LO-TRN-SWT-RRSW-C-00003,Sidewalk - Concrete,,RRSW-C,3.0,,active,61.0,2020.0,,,,,,,,0.0,60.0,30.0,14182.5,Detailed,,,,,,,,,,RRSW-C,2050.0,2110.0,2170.0,2230.0,,232.5,Original
LO-TRN-SWT-RRSW-C-00004,Sidewalk - Concrete,,RRSW-C,3.0,,active,87.0,2020.0,,,,,,,,0.0,60.0,30.0,20227.5,Detailed,,,,,,,,,,RRSW-C,2050.0,2110.0,2170.0,2230.0,,232.5,Original
LO-TRN-SWT-RRSW-C-00005,Sidewalk - Concrete,,RRSW-C,4.0,,active,111.0,2020.0,,,,,,,,0.0,60.0,20.0,25807.5,Detailed,,,,,,,,,,RRSW-C,2040.0,2100.0,2160.0,2220.0,,232.5,Original
LO-TRN-SWT-RRSW-C-00006,Sidewalk - Concrete,,RRSW-C,3.0,,active,32.0,2020.0,,,,,,,,0.0,60.0,30.0,7440.0,Detailed,,,,,,,,,,RRSW-C,2050.0,2110.0,2170.0,2230.0,,232.5,Original
LO-TRN-SWT-RRSW-C-00007,Sidewalk - Concrete,,RRSW-C,3.0,,active,11.0,2020.0,,,,,,,,0.0,60.0,30.0,2557.5,Detailed,,,,,,,,,,RRSW-C,2050.0,2110.0,2170.0,2230.0,,232.5,Original
LO-TRN-SWT-RRSW-C-00008,Sidewalk - Concrete,,RRSW-C,3.0,,active,11.0,2020.0,,,,,,,,0.0,60.0,30.0,2557.5,Detailed,,,,,,,,,,RRSW-C,2050.0,2110.0,2170.0,2230.0,,232.5,Original
LO-TRN-SWT-RRSW-C-00009,Sidewalk - Concrete,,RRSW-C,3.0,,active,15.0,2020.0,,,,,,,,0.0,60.0,30.0,3487.5,Detailed,,,,,,,,,,RRSW-C,2050.0,2110.0,2170.0,2230.0,,232.5,Original
LO-TRN-SWT-RRSW-C-00010,Sidewalk - Concrete,,RRSW-C,3.0,,active,12.0,2020.0,,,,,,,,0.0,60.0,30.0,2790.0,Detailed,,,,,,,,,,RRSW-C,2050.0,2110.0,2170.0,2230.0,,232.5,Original
LO-TRN-SWT-RRSW-C-00011,Sidewalk - Concrete,,RRSW-C,3.0,,active,88.0,2020.0,,,,,,,,0.0,60.0,30.0,20460.0,Detailed,,,,,,,,,,RRSW-C,2050.0,2110.0,2170.0,2230.0,,232.5,Original
LO-TRN-SWT-RRSW-C-00012,Sidewalk - Concrete,,RRSW-C,3.0,,active,85.0,2020.0,,,,,,,,0.0,60.0,30.0,19762.5,Detailed,,,,,,,,,,RRSW-C,2050.0,2110.0,2170.0,2230.0,,232.5,Original
LO-TRN-SWT-RRSW-C-00013,Sidewalk - Concrete,,RRSW-C,4.0,,active,82.0,2020.0,,,,,,,,0.0,60.0,20.0,19065.0,Detailed,,,,,,,,,,RRSW-C,2040.0,2100.0,2160.0,2220.0,,232.5,Original
LO-TRN-SWT-RRSW-C-00014,Sidewalk - Concrete,,RRSW-C,3.0,,active,80.0,2020.0,,,,,,,,0.0,60.0,30.0,18600.0,Detailed,,,,,,,,,,RRSW-C,2050.0,2110.0,2170.0,2230.0,,232.5,Original
LO-TRN-SWT-RRSW-C-00015,Sidewalk - Concrete,,RRSW-C,3.0,,active,24.0,2020.0,,,,,,,,0.0,60.0,30.0,5580.0,Detailed,,,,,,,,,,RRSW-C,2050.0,2110.0,2170.0,2230.0,,232.5,Original
LO-TRN-SWT-RRSW-C-00016,Sidewalk - Concrete,,RRSW-C,5.0,,active,13.0,2020.0,,,,,,,,0.0,60.0,10.0,3022.5,Detailed,,,,,,,,,,RRSW-C,2030.0,2090.0,2150.0,2210.0,,232.5,Original
LO-TRN-SWT-RRSW-A-00001,Sidewalk Asphalt,,RRSW-A,3.0,,active,44.0,2020.0,,,,,,,,0.0,60.0,30.0,6820.0,Detailed,,,,,,,,,,RRSW-A,2050.0,2110.0,2170.0,2230.0,,155.0,Original
LO-TRN-SWT-RRSW-C-00017,Sidewalk - Concrete,,RRSW-C,4.0,,active,75.0,2020.0,,,,,,,,0.0,60.0,20.0,17437.5,Detailed,,,,,,,,,,RRSW-C,2040.0,2100.0,2160.0,2220.0,,232.5,Original
LO-TRN-RDS-RRRD-A-00001,Edge of Road - Asphalt,,RRRD-A,4.0,,active,152.0,2020.0,,,,,,,,0.0,20.0,7.0,169632.0,Detailed,,,,,,,,,,RRRD-A,2027.0,2047.0,2067.0,2087.0,,1116.0,Original
LO-TRN-RDS-RRRD-A-00002,Edge of Road - Asphalt,,RRRD-A,5.0,,active,108.0,2020.0,,,,,,,,0.0,20.0,3.0,120528.0,Detailed,,,,,,,,,,RRRD-A,2023.0,2043.0,2063.0,2083.0,,1116.0,Original
LO-TRN-RDS-RRRD-A-00003,Edge of Road - Asphalt,,RRRD-A,4.0,,active,91.0,2020.0,,,,,,,,0.0,20.0,7.0,101556.0,Detailed,,,,,,,,,,RRRD-A,2027.0,2047.0,2067.0,2087.0,,1116.0,Original
LO-TRN-RDS-RRRD-A-00004,Edge of Road - Asphalt,,RRRD-A,5.0,,active,412.0,2020.0,,,,,,,,0.0,20.0,3.0,459792.0,Detailed,,,,,,,,,,RRRD-A,2023.0,2043.0,2063.0,2083.0,,1116.0,Original
LO-TRN-RDS-RRRD-A-00005,Edge of Road - Asphalt,,RRRD-A,2.0,,active,246.0,2020.0,,,,,,,,0.0,20.0,13.0,274536.0,Detailed,,,,,,,,,,RRRD-A,2033.0,2053.0,2073.0,2093.0,,1116.0,Original
LO-TRN-RDS-RRRD-A-00006,Edge of Road - Asphalt,,RRRD-A,5.0,,active,98.0,2020.0,,,,,,,,0.0,20.0,3.0,109368.0,Detailed,,,,,,,,,,RRRD-A,2023.0,2043.0,2063.0,2083.0,,1116.0,Original
LO-TRN-RDS-RRRD-A-00007,Edge of Road - Asphalt,,RRRD-A,2.0,,active,79.0,2020.0,,,,,,,,0.0,20.0,13.0,88164.0,Detailed,,,,,,,,,,RRRD-A,2033.0,2053.0,2073.0,2093.0,,1116.0,Original
LO-TRN-RDS-RRRD-A-00008,Edge of Road - Asphalt,,RRRD-A,5.0,,active,237.0,2020.0,,,,,,,,0.0,20.0,3.0,264492.0,Detailed,,,,,,,,,,RRRD-A,2023.0,2043.0,2063.0,2083.0,,1116.0,Original
LO-TRN-RDS-RRRD-A-00009,Edge of Road - Asphalt,,RRRD-A,3.0,,active,319.0,2020.0,,,,,,,,0.0,20.0,10.0,356004.0,Detailed,,,,,,,,,,RRRD-A,2030.0,2050.0,2070.0,2090.0,,1116.0,Original
LO-TRN-RDS-RRRD-A-00010,Edge of Road - Asphalt,,RRRD-A,4.0,,active,345.0,2020.0,,,,,,,,0.0,20.0,7.0,385020.0,Detailed,,,,,,,,,,RRRD-A,2027.0,2047.0,2067.0,2087.0,,1116.0,Original
LO-TRN-RDS-RRRD-A-00011,Edge of Road - Asphalt,,RRRD-A,5.0,,active,261.0,2020.0,,,,,,,,0.0,20.0,3.0,291276.0,Detailed,,,,,,,,,,RRRD-A,2023.0,2043.0,2063.0,2083.0,,1116.0,Original
LO-TRN-RDS-RRGR-00001,Road  Gravel,,RRGR,4.0,,active,129.0,2020.0,,,,,,,,0.0,30.0,10.0,35991.0,Detailed,,,,,,,,,,RRGR,2030.0,2060.0,2090.0,2120.0,,279.0,Original
LO-TRN-RDS-RRRD-A-00012,Edge of Road - Asphalt,,RRRD-A,5.0,,active,703.0,2020.0,,,,,,,,0.0,20.0,3.0,784548.0,Detailed,,,,,,,,,,RRRD-A,2023.0,2043.0,2063.0,2083.0,,1116.0,Original
LO-TRN-RDS-RRRD-A-00013,Edge of Road - Asphalt,,RRRD-A,4.0,,active,584.0,2020.0,,,,,,,,0.0,20.0,7.0,651744.0,Detailed,,,,,,,,,,RRRD-A,2027.0,2047.0,2067.0,2087.0,,1116.0,Original
LO-TRN-RDS-RRRD-A-00014,Edge of Road - Asphalt,,RRRD-A,2.0,,active,354.0,2020.0,,,,,,,,0.0,20.0,13.0,395064.0,Detailed,,,,,,,,,,RRRD-A,2033.0,2053.0,2073.0,2093.0,,1116.0,Original
LO-TRN-RDS-RRRD-A-00015,Edge of Road - Asphalt,,RRRD-A,4.0,,active,322.0,2020.0,,,,,,,,0.0,20.0,7.0,359352.0,Detailed,,,,,,,,,,RRRD-A,2027.0,2047.0,2067.0,2087.0,,1116.0,Original
LO-TRN-RDS-RRRD-A-00016,Edge of Road - Asphalt,,RRRD-A,4.0,,active,619.0,2020.0,,,,,,,,0.0,20.0,7.0,690804.0,Detailed,,,,,,,,,,RRRD-A,2027.0,2047.0,2067.0,2087.0,,1116.0,Original
LO-TRN-RDS-RRRD-A-00017,Edge of Road - Asphalt,,RRRD-A,4.0,,active,53.0,2020.0,,,,,,,,0.0,20.0,7.0,59148.0,Detailed,,,,,,,,,,RRRD-A,2027.0,2047.0,2067.0,2087.0,,1116.0,Original
LO-TRN-RDS-RRRD-A-00018,Edge of Road - Asphalt,,RRRD-A,5.0,,active,1398.0,2020.0,,,,,,,,0.0,20.0,3.0,1560168.0,Detailed,,,,,,,,,,RRRD-A,2023.0,2043.0,2063.0,2083.0,,1116.0,Original
LO-TRN-RDS-RRRD-A-00019,Edge of Road - Asphalt,,RRRD-A,5.0,,active,175.0,2020.0,,,,,,,,0.0,20.0,3.0,195300.0,Detailed,,,,,,,,,,RRRD-A,2023.0,2043.0,2063.0,2083.0,,1116.0,Original
LO-TRN-RDS-RRRD-A-00020,Edge of Road - Asphalt,,RRRD-A,5.0,,active,145.0,2020.0,,,,,,,,0.0,20.0,3.0,161820.0,Detailed,,,,,,,,,,RRRD-A,2023.0,2043.0,2063.0,2083.0,,1116.0,Original
LO-TRN-BAR-STGR-00001,Guiderail,,STGR,4.0,,active,4.0,2020.0,,,,,,,,0.0,60.0,20.0,930.0,Detailed,,,,,,,,,,STGR,2040.0,2100.0,2160.0,2220.0,,232.5,Original
LO-TRN-BAR-STGR-00002,Guiderail,,STGR,4.0,,active,64.0,2020.0,,,,,,,,0.0,60.0,20.0,14880.0,Detailed,,,,,,,,,,STGR,2040.0,2100.0,2160.0,2220.0,,232.5,Original
LO-TRN-BAR-STGR-00003,Guiderail,,STGR,3.0,,active,31.0,2020.0,,,,,,,,0.0,60.0,30.0,7207.5,Detailed,,,,,,,,,,STGR,2050.0,2110.0,2170.0,2230.0,,232.5,Original
LO-TRN-BAR-STGR-00004,Guiderail,,STGR,3.0,,active,8.0,2020.0,,,,,,,,0.0,60.0,30.0,1860.0,Detailed,,,,,,,,,,STGR,2050.0,2110.0,2170.0,2230.0,,232.5,Original
LO-TRN-BAR-STGR-00005,Guiderail,,STGR,4.0,,active,17.0,2020.0,,,,,,,,0.0,60.0,20.0,3952.5,Detailed,,,,,,,,,,STGR,2040.0,2100.0,2160.0,2220.0,,232.5,Original
LO-TRN-BAR-STGR-00006,Guiderail,,STGR,4.0,,active,9.0,2020.0,,,,,,,,0.0,60.0,20.0,2092.5,Detailed,,,,,,,,,,STGR,2040.0,2100.0,2160.0,2220.0,,232.5,Original
LO-TRN-BAR-STGR-00007,Guiderail,,STGR,3.0,,active,128.0,2020.0,,,,,,,,0.0,60.0,30.0,29760.0,Detailed,,,,,,,,,,STGR,2050.0,2110.0,2170.0,2230.0,,232.5,Original
LO-TRN-BAR-STGR-00008,Guiderail,,STGR,4.0,,active,62.0,2020.0,,,,,,,,0.0,60.0,20.0,14415.0,Detailed,,,,,,,,,,STGR,2040.0,2100.0,2160.0,2220.0,,232.5,Original
LO-TRN-BAR-STGR-00009,Guiderail,,STGR,3.0,,active,43.0,2020.0,,,,,,,,0.0,60.0,30.0,9997.5,Detailed,,,,,,,,,,STGR,2050.0,2110.0,2170.0,2230.0,,232.5,Original
LO-TRN-BAR-STGR-00010,Guiderail,,STGR,4.0,,active,105.0,2020.0,,,,,,,,0.0,60.0,20.0,24412.5,Detailed,,,,,,,,,,STGR,2040.0,2100.0,2160.0,2220.0,,232.5,Original
LO-TRN-BAR-STGR-00011,Guiderail,,STGR,4.0,,active,90.0,2020.0,,,,,,,,0.0,60.0,20.0,20925.0,Detailed,,,,,,,,,,STGR,2040.0,2100.0,2160.0,2220.0,,232.5,Original
LO-TRN-BAR-STGR-00012,Guiderail,,STGR,5.0,,active,164.0,2020.0,,,,,,,,0.0,60.0,10.0,38130.0,Detailed,,,,,,,,,,STGR,2030.0,2090.0,2150.0,2210.0,,232.5,Original
LO-TRN-BAR-STGR-00013,Guiderail,,STGR,5.0,,active,54.0,2020.0,,,,,,,,0.0,60.0,10.0,12555.0,Detailed,,,,,,,,,,STGR,2030.0,2090.0,2150.0,2210.0,,232.5,Original
LO-TRN-BAR-STGR-00014,Guiderail,,STGR,5.0,,active,95.0,2020.0,,,,,,,,0.0,60.0,10.0,22087.5,Detailed,,,,,,,,,,STGR,2030.0,2090.0,2150.0,2210.0,,232.5,Original
LO-TRN-BAR-STGR-00015,Guiderail,,STGR,5.0,,active,128.0,2020.0,,,,,,,,0.0,60.0,10.0,29760.0,Detailed,,,,,,,,,,STGR,2030.0,2090.0,2150.0,2210.0,,232.5,Original
LO-TRN-SWT-RRBW-W-00001,Boardwalk Wood,,RRBW-W,4.0,,active,187.0,2020.0,,,,,,,,0.0,20.0,7.0,2898500.0,Detailed,,,,,,,,,,RRBW-W,2027.0,2047.0,2067.0,2087.0,,15500.0,Original
LO-TRN-SWT-RRBW-W-00002,Boardwalk Wood,,RRBW-W,4.0,,active,17.0,2020.0,,,,,,,,0.0,20.0,7.0,263500.0,Detailed,,,,,,,,,,RRBW-W,2027.0,2047.0,2067.0,2087.0,,15500.0,Original
LO-TRN-SWT-RRBW-W-00003,Boardwalk Wood,,RRBW-W,4.0,,active,279.0,2020.0,,,,,,,,0.0,20.0,7.0,4324500.0,Detailed,,,,,,,,,,RRBW-W,2027.0,2047.0,2067.0,2087.0,,15500.0,Original
LO-TRN-SWT-RRBW-W-00004,Boardwalk Wood,,RRBW-W,4.0,,active,66.0,2020.0,,,,,,,,0.0,20.0,7.0,1023000.0,Detailed,,,,,,,,,,RRBW-W,2027.0,2047.0,2067.0,2087.0,,15500.0,Original
LO-TRN-SWT-RRBW-W-00005,Boardwalk Wood,,RRBW-W,4.0,,active,198.0,2020.0,,,,,,,,0.0,20.0,7.0,3069000.0,Detailed,,,,,,,,,,RRBW-W,2027.0,2047.0,2067.0,2087.0,,15500.0,Original
LO-TRN-SWT-RRBW-W-00006,Boardwalk Wood,,RRBW-W,4.0,,active,7.0,2020.0,,,,,,,,0.0,20.0,7.0,108500.0,Detailed,,,,,,,,,,RRBW-W,2027.0,2047.0,2067.0,2087.0,,15500.0,Original
LO-TRN-SWT-RRBW-W-00007,Boardwalk Wood,,RRBW-W,4.0,,active,12.0,2020.0,,,,,,,,0.0,20.0,7.0,186000.0,Detailed,,,,,,,,,,RRBW-W,2027.0,2047.0,2067.0,2087.0,,15500.0,Original
LO-TRN-SWT-RRBW-W-00008,Boardwalk Wood,,RRBW-W,4.0,,active,92.0,2020.0,,,,,,,,0.0,20.0,7.0,1426000.0,Detailed,,,,,,,,,,RRBW-W,2027.0,2047.0,2067.0,2087.0,,15500.0,Original
LO-TRN-SWT-RRBW-W-00009,Boardwalk Wood,,RRBW-W,4.0,,active,35.0,2020.0,,,,,,,,0.0,20.0,7.0,542500.0,Detailed,,,,,,,,,,RRBW-W,2027.0,2047.0,2067.0,2087.0,,15500.0,Original
LO-TRN-SWT-RRBW-W-00010,Boardwalk Wood,,RRBW-W,4.0,,active,3.0,2020.0,,,,,,,,0.0,20.0,7.0,46500.0,Detailed,,,,,,,,,,RRBW-W,2027.0,2047.0,2067.0,2087.0,,15500.0,Original
LO-TRN-SWT-RRBW-W-00011,Boardwalk Wood,,RRBW-W,4.0,,active,6.0,2020.0,,,,,,,,0.0,20.0,7.0,93000.0,Detailed,,,,,,,,,,RRBW-W,2027.0,2047.0,2067.0,2087.0,,15500.0,Original
LO-TRN-SWT-RRBW-W-00012,Boardwalk Wood,,RRBW-W,4.0,,active,6.0,2020.0,,,,,,,,0.0,20.0,7.0,93000.0,Detailed,,,,,,,,,,RRBW-W,2027.0,2047.0,2067.0,2087.0,,15500.0,Original
LO-TRN-SWT-RRBW-W-00013,Boardwalk Wood,,RRBW-W,4.0,,active,6.0,2020.0,,,,,,,,0.0,20.0,7.0,93000.0,Detailed,,,,,,,,,,RRBW-W,2027.0,2047.0,2067.0,2087.0,,15500.0,Original
LO-TRN-BRG-STPR-00001,Pier (Bridge Support),,STPR,3.0,,active,87.0,2020.0,,,,,,,,0.0,50.0,25.0,0.0,Detailed,,,,,,,,,,STPR,2045.0,2095.0,2145.0,2195.0,,0.0,Original
LO-TRN-BRG-STPR-00002,Pier (Bridge Support),,STPR,3.0,,active,52.0,2020.0,,,,,,,,0.0,50.0,25.0,0.0,Detailed,,,,,,,,,,STPR,2045.0,2095.0,2145.0,2195.0,,0.0,Original
LO-TRN-RDS-RRRD-A-00021,Edge of Road - Asphalt,,RRRD-A,4.0,,active,2416.0,2020.0,,,,,,,,0.0,20.0,7.0,2696256.0,Detailed,,,,,,,,,,RRRD-A,2027.0,2047.0,2067.0,2087.0,,1116.0,Original
LO-TRN-STL-TFSL-00001,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-STL-TFSL-00002,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-STL-TFSL-00003,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-STL-TFSL-00004,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-STL-TFSL-00005,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-STL-TFSL-00006,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-STL-TFSL-00007,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-STL-TFSL-00008,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-STL-TFSL-00009,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-STL-TFSL-00010,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-STL-TFSL-00011,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-STL-TFSL-00012,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-STL-TFSL-00013,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-STL-TFSL-00014,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-STL-TFSL-00015,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-STL-TFSL-00016,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-STL-TFSL-00017,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-STL-TFSL-00018,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-STL-TFSL-00019,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-STL-TFSL-00020,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-STL-TFSL-00021,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-STL-TFSL-00022,Street Light Standard,,TFSL,5.0,,active,1.0,,,,,,,,,,60.0,10.0,13950.0,Detailed,,,,,,,,,,TFSL,2030.0,2090.0,2150.0,2210.0,,13950.0,Original
LO-TRN-SGN-TFSP-00001,Sign Post,,TFSP,3.0,,active,1.0,,,,,,,,,,40.0,20.0,697.5,Detailed,,,,,,,,,,TFSP,2040.0,2080.0,2120.0,2160.0,,697.5,Original
LO-TRN-SGN-TFSP-00002,Sign Post,,TFSP,3.0,,active,1.0,,,,,,,,,,40.0,20.0,697.5,Detailed,,,,,,,,,,TFSP,2040.0,2080.0,2120.0,2160.0,,697.5,Original
LO-TRN-SGN-TFSP-00003,Sign Post,,TFSP,4.0,,active,1.0,,,,,,,,,,40.0,13.0,697.5,Detailed,,,,,,,,,,TFSP,2033.0,2073.0,2113.0,2153.0,,697.5,Original
LO-TRN-SGN-TFSP-00004,Sign Post,,TFSP,4.0,,active,1.0,,,,,,,,,,40.0,13.0,697.5,Detailed,,,,,,,,,,TFSP,2033.0,2073.0,2113.0,2153.0,,697.5,Original
LO-TRN-SGN-TFSP-00005,Sign Post,,TFSP,3.0,,active,1.0,,,,,,,,,,40.0,20.0,697.5,Detailed,,,,,,,,,,TFSP,2040.0,2080.0,2120.0,2160.0,,697.5,Original
LO-TRN-SGN-TFSP-00006,Sign Post,,TFSP,3.0,,active,1.0,,,,,,,,,,40.0,20.0,697.5,Detailed,,,,,,,,,,TFSP,2040.0,2080.0,2120.0,2160.0,,697.5,Original
LO-TRN-SGN-TFSP-00007,Sign Post,,TFSP,3.0,,active,1.0,,,,,,,,,,40.0,20.0,697.5,Detailed,,,,,,,,,,TFSP,2040.0,2080.0,2120.0,2160.0,,697.5,Original
LO-TRN-SGN-TFSP-00008,Sign Post,,TFSP,3.0,,active,1.0,,,,,,,,,,40.0,20.0,697.5,Detailed,,,,,,,,,,TFSP,2040.0,2080.0,2120.0,2160.0,,697.5,Original
LO-TRN-SGN-TFSP-00009,Sign Post,,TFSP,3.0,,active,1.0,,,,,,,,,,40.0,20.0,697.5,Detailed,,,,,,,,,,TFSP,2040.0,2080.0,2120.0,2160.0,,697.5,Original
LO-TRN-SGN-TFSP-00010,Sign Post,,TFSP,2.0,,active,1.0,,,,,,,,,,40.0,27.0,697.5,Detailed,,,,,,,,,,TFSP,2047.0,2087.0,2127.0,2167.0,,697.5,Original
LO-TRN-SGN-TFSP-00011,Sign Post,,TFSP,4.0,,active,1.0,,,,,,,,,,40.0,13.0,697.5,Detailed,,,,,,,,,,TFSP,2033.0,2073.0,2113.0,2153.0,,697.5,Original
LO-TRN-SGN-TFSP-00012,Sign Post,,TFSP,3.0,,active,1.0,,,,,,,,,,40.0,20.0,697.5,Detailed,,,,,,,,,,TFSP,2040.0,2080.0,2120.0,2160.0,,697.5,Original
LO-TRN-SGN-TFSP-00013,Sign Post,,TFSP,4.0,,active,1.0,,,,,,,,,,40.0,13.0,697.5,Detailed,,,,,,,,,,TFSP,2033.0,2073.0,2113.0,2153.0,,697.5,Original
LO-TRN-SGN-TFSP-00014,Sign Post,,TFSP,3.0,,active,1.0,,,,,,,,,,40.0,20.0,697.5,Detailed,,,,,,,,,,TFSP,2040.0,2080.0,2120.0,2160.0,,697.5,Original
LO-TRN-SGN-TFSP-00015,Sign Post,,TFSP,4.0,,active,1.0,,,,,,,,,,40.0,13.0,697.5,Detailed,,,,,,,,,,TFSP,2033.0,2073.0,2113.0,2153.0,,697.5,Original
LO-TRN-SGN-TFSP-00016,Sign Post,,TFSP,4.0,,active,1.0,,,,,,,,,,40.0,13.0,697.5,Detailed,,,,,,,,,,TFSP,2033.0,2073.0,2113.0,2153.0,,697.5,Original
LO-TRN-SGN-TFSP-00017,Sign Post,,TFSP,4.0,,active,1.0,,,,,,,,,,40.0,13.0,697.5,Detailed,,,,,,,,,,TFSP,2033.0,2073.0,2113.0,2153.0,,697.5,Original
LO-TRN-SGN-TFSP-00018,Sign Post,,TFSP,3.0,,active,1.0,,,,,,,,,,40.0,20.0,697.5,Detailed,,,,,,,,,,TFSP,2040.0,2080.0,2120.0,2160.0,,697.5,Original
LO-TRN-SGN-TFSP-00019,Sign Post,,TFSP,4.0,,active,1.0,,,,,,,,,,40.0,13.0,697.5,Detailed,,,,,,,,,,TFSP,2033.0,2073.0,2113.0,2153.0,,697.5,Original
LO-TRN-SGN-TFSP-00020,Sign Post,,TFSP,3.0,,active,1.0,,,,,,,,,,40.0,20.0,697.5,Detailed,,,,,,,,,,TFSP,2040.0,2080.0,2120.0,2160.0,,697.5,Original
LO-TRN-SGN-TFSP-00021,Sign Post,,TFSP,4.0,,active,1.0,,,,,,,,,,40.0,13.0,697.5,Detailed,,,,,,,,,,TFSP,2033.0,2073.0,2113.0,2153.0,,697.5,Original
